sale_id,sale_date,product_id,product_name,category,subcategory,region,store_id,units_sold,revenue,cost
TRX000904,2024-10-09,P0036,ランニング スタンダード,スポーツ,ランニング,東北,S012,4,59236.47,31600.0
TRX001153,2024-10-09,P0008,イヤホン スタンダード,家電,イヤホン,北海道,S014,1,116492.08,48900.0
TRX001928,2024-10-09,P0034,アウトドア スタンダード,スポーツ,アウトドア,東北,S013,5,179913.87,107500.0
TRX001950,2024-10-09,P0020,シューズ スタンダード,衣料品,シューズ,関西,S005,2,40266.64,22200.0
TRX002054,2024-10-09,P0017,アウター プレミアム,衣料品,アウター,中国・四国,S016,2,6985.03,3600.0
TRX002420,2024-10-09,P0017,アウター プレミアム,衣料品,アウター,北海道,S014,1,3659.2,1800.0
TRX003513,2024-10-09,P0005,ノートPC プレミアム,家電,ノートPC,東北,S013,2,155434.45,102600.0
TRX000047,2024-10-10,P0050,フレグランス スタンダード,美容・健康,フレグランス,中国・四国,S016,2,6016.71,3000.0
TRX000494,2024-10-10,P0042,スキンケア スタンダード,美容・健康,スキンケア,関東,S002,3,22117.71,11700.0
TRX000620,2024-10-10,P0041,スキンケア プレミアム,美容・健康,スキンケア,東海,S009,4,14651.08,6800.0
TRX001078,2024-10-10,P0050,フレグランス スタンダード,美容・健康,フレグランス,九州,S011,4,12389.53,6000.0
TRX002162,2024-10-10,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,中国・四国,S016,7,11735.59,5600.0
TRX003502,2024-10-10,P0046,サプリメント スタンダード,美容・健康,サプリメント,北海道,S014,6,13433.08,6000.0
TRX001057,2024-10-11,P0017,アウター プレミアム,衣料品,アウター,関西,S007,2,6856.19,3600.0
TRX001211,2024-10-11,P0038,チームスポーツ スタンダード,スポーツ,チームスポーツ,東海,S009,5,29773.85,18000.0
TRX001896,2024-10-11,P0046,サプリメント スタンダード,美容・健康,サプリメント,東北,S012,1,2366.62,1000.0
TRX002867,2024-10-11,P0006,ノートPC スタンダード,家電,ノートPC,東海,S008,2,184750.61,90400.0
TRX003191,2024-10-11,P0020,シューズ スタンダード,衣料品,シューズ,関西,S006,1,20976.87,11100.0
TRX003876,2024-10-11,P0040,水泳 スタンダード,スポーツ,水泳,東北,S013,2,78950.59,40400.0
TRX005074,2024-10-11,P0021,スナック菓子 プレミアム,食品,スナック菓子,中国・四国,S015,2,1794.34,1000.0
TRX001227,2024-10-12,P0049,フレグランス プレミアム,美容・健康,フレグランス,北海道,S014,3,17184.48,8400.0
TRX001551,2024-10-12,P0011,メンズトップス プレミアム,衣料品,メンズトップス,関西,S005,2,6430.36,3400.0
TRX001779,2024-10-12,P0010,スマートウォッチ スタンダード,家電,スマートウォッチ,関東,S003,5,558848.65,261500.0
TRX002194,2024-10-12,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,東北,S013,5,328075.22,183500.0
TRX002704,2024-10-12,P0028,インスタント食品 スタンダード,食品,インスタント食品,東北,S013,2,3458.15,1800.0
TRX003820,2024-10-12,P0025,健康食品 プレミアム,食品,健康食品,九州,S010,6,9698.72,4200.0
TRX004001,2024-10-12,P0006,ノートPC スタンダード,家電,ノートPC,中国・四国,S015,3,300361.14,135600.0
TRX004180,2024-10-12,P0016,ボトムス スタンダード,衣料品,ボトムス,東海,S008,1,25119.47,11800.0
TRX004247,2024-10-12,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,関東,S002,6,22014.64,12600.0
TRX000302,2024-10-13,P0040,水泳 スタンダード,スポーツ,水泳,北海道,S014,4,143043.0,80800.0
TRX001388,2024-10-13,P0034,アウトドア スタンダード,スポーツ,アウトドア,東北,S012,1,36985.63,21500.0
TRX001820,2024-10-13,P0037,チームスポーツ プレミアム,スポーツ,チームスポーツ,東海,S009,8,116182.49,53600.0
TRX002160,2024-10-13,P0012,メンズトップス スタンダード,衣料品,メンズトップス,東海,S008,4,35289.82,18000.0
TRX002652,2024-10-13,P0027,インスタント食品 プレミアム,食品,インスタント食品,北海道,S014,2,2267.09,1600.0
TRX003116,2024-10-13,P0035,ランニング プレミアム,スポーツ,ランニング,関西,S007,3,74208.79,48600.0
TRX003145,2024-10-13,P0020,シューズ スタンダード,衣料品,シューズ,中国・四国,S015,6,119527.43,66600.0
TRX004739,2024-10-13,P0021,スナック菓子 プレミアム,食品,スナック菓子,東海,S008,8,7008.13,4000.0
TRX005035,2024-10-13,P0016,ボトムス スタンダード,衣料品,ボトムス,中国・四国,S016,6,141984.76,70800.0
TRX000401,2024-10-14,P0035,ランニング プレミアム,スポーツ,ランニング,東北,S012,5,117305.33,81000.0
TRX000425,2024-10-14,P0026,健康食品 スタンダード,食品,健康食品,東海,S008,5,2099.18,1000.0
TRX001312,2024-10-14,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,東海,S009,9,15267.51,7200.0
TRX001728,2024-10-14,P0023,飲料 プレミアム,食品,飲料,北海道,S014,1,1030.75,500.0
TRX002549,2024-10-14,P0045,サプリメント プレミアム,美容・健康,サプリメント,中国・四国,S015,7,54213.42,27300.0
TRX002604,2024-10-14,P0036,ランニング スタンダード,スポーツ,ランニング,東海,S009,1,16276.94,7900.0
TRX002660,2024-10-14,P0046,サプリメント スタンダード,美容・健康,サプリメント,東海,S009,3,6698.91,3000.0
TRX003329,2024-10-14,P0046,サプリメント スタンダード,美容・健康,サプリメント,関東,S001,1,2341.21,1000.0
TRX003656,2024-10-14,P0025,健康食品 プレミアム,食品,健康食品,中国・四国,S015,1,1476.72,700.0
TRX000231,2024-10-15,P0050,フレグランス スタンダード,美容・健康,フレグランス,九州,S011,7,23566.36,10500.0
TRX001685,2024-10-15,P0036,ランニング スタンダード,スポーツ,ランニング,東海,S008,4,67520.08,31600.0
TRX003207,2024-10-15,P0012,メンズトップス スタンダード,衣料品,メンズトップス,関東,S001,2,19247.16,9000.0
TRX003683,2024-10-15,P0046,サプリメント スタンダード,美容・健康,サプリメント,東海,S008,6,14314.75,6000.0
TRX003723,2024-10-15,P0026,健康食品 スタンダード,食品,健康食品,北海道,S014,3,1158.36,600.0
TRX004616,2024-10-15,P0003,タブレット プレミアム,家電,タブレット,中国・四国,S016,3,33426.47,19200.0
TRX004813,2024-10-15,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,北海道,S014,2,138725.58,73400.0
TRX000119,2024-10-16,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,東海,S009,5,17021.4,9000.0
TRX001365,2024-10-16,P0045,サプリメント プレミアム,美容・健康,サプリメント,北海道,S014,2,15622.7,7800.0
TRX003615,2024-10-16,P0037,チームスポーツ プレミアム,スポーツ,チームスポーツ,北海道,S014,4,57305.71,26800.0
TRX004619,2024-10-16,P0038,チームスポーツ スタンダード,スポーツ,チームスポーツ,北海道,S014,3,16757.17,10800.0
TRX000478,2024-10-17,P0022,スナック菓子 スタンダード,食品,スナック菓子,東北,S012,1,1969.84,1100.0
TRX001987,2024-10-17,P0030,調味料 スタンダード,食品,調味料,関東,S004,5,1993.53,1500.0
TRX002912,2024-10-17,P0018,アウター スタンダード,衣料品,アウター,関西,S006,4,17058.01,8000.0
TRX003105,2024-10-17,P0023,飲料 プレミアム,食品,飲料,九州,S011,7,6971.35,3500.0
TRX004252,2024-10-17,P0038,チームスポーツ スタンダード,スポーツ,チームスポーツ,関東,S002,1,5639.96,3600.0
TRX001118,2024-10-18,P0014,レディーストップス スタンダード,衣料品,レディーストップス,九州,S011,2,47507.21,28000.0
TRX001161,2024-10-18,P0030,調味料 スタンダード,食品,調味料,関西,S007,6,2262.69,1800.0
TRX001399,2024-10-18,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,中国・四国,S015,2,3373.72,1800.0
TRX001900,2024-10-18,P0002,スマートフォン スタンダード,家電,スマートフォン,北海道,S014,5,541700.03,286000.0
TRX001901,2024-10-18,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,中国・四国,S016,6,400658.79,220200.0
TRX002158,2024-10-18,P0028,インスタント食品 スタンダード,食品,インスタント食品,東北,S013,3,5444.02,2700.0
TRX002828,2024-10-18,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,関東,S004,1,67581.1,36700.0
TRX004152,2024-10-18,P0042,スキンケア スタンダード,美容・健康,スキンケア,関東,S001,4,30227.29,15600.0
TRX000048,2024-10-19,P0016,ボトムス スタンダード,衣料品,ボトムス,東海,S009,2,46449.87,23600.0
TRX002003,2024-10-19,P0015,ボトムス プレミアム,衣料品,ボトムス,関西,S007,5,51065.04,23500.0
TRX002639,2024-10-19,P0029,調味料 プレミアム,食品,調味料,関東,S004,1,1269.8,700.0
TRX003223,2024-10-19,P0003,タブレット プレミアム,家電,タブレット,関西,S005,5,63208.02,32000.0
TRX004713,2024-10-19,P0050,フレグランス スタンダード,美容・健康,フレグランス,東海,S008,4,13785.5,6000.0
TRX004932,2024-10-19,P0041,スキンケア プレミアム,美容・健康,スキンケア,東海,S008,4,16135.0,6800.0
TRX005098,2024-10-19,P0033,アウトドア プレミアム,スポーツ,アウトドア,北海道,S014,1,11325.23,6600.0
TRX000210,2024-10-20,P0005,ノートPC プレミアム,家電,ノートPC,北海道,S014,6,507238.84,307800.0
TRX000392,2024-10-20,P0002,スマートフォン スタンダード,家電,スマートフォン,東北,S013,3,320060.04,171600.0
TRX003593,2024-10-20,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,九州,S010,1,1797.35,900.0
TRX004637,2024-10-20,P0011,メンズトップス プレミアム,衣料品,メンズトップス,関西,S007,4,14441.65,6800.0
TRX000136,2024-10-21,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,東北,S012,1,3553.21,2100.0
TRX000323,2024-10-21,P0046,サプリメント スタンダード,美容・健康,サプリメント,関東,S003,6,14574.25,6000.0
TRX002112,2024-10-21,P0027,インスタント食品 プレミアム,食品,インスタント食品,九州,S011,9,10120.78,7200.0
TRX003129,2024-10-21,P0017,アウター プレミアム,衣料品,アウター,関西,S005,4,13953.55,7200.0
TRX003159,2024-10-21,P0014,レディーストップス スタンダード,衣料品,レディーストップス,関東,S002,4,98150.47,56000.0
TRX003997,2024-10-21,P0033,アウトドア プレミアム,スポーツ,アウトドア,中国・四国,S015,3,34744.45,19800.0
TRX004165,2024-10-21,P0008,イヤホン スタンダード,家電,イヤホン,北海道,S014,1,118953.97,48900.0
TRX004670,2024-10-21,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,東北,S013,2,78946.46,32600.0
TRX004671,2024-10-21,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,北海道,S014,2,6973.64,3600.0
TRX000241,2024-10-22,P0016,ボトムス スタンダード,衣料品,ボトムス,東海,S008,5,124837.9,59000.0
TRX000320,2024-10-22,P0046,サプリメント スタンダード,美容・健康,サプリメント,関西,S007,9,21724.16,9000.0
TRX001160,2024-10-22,P0050,フレグランス スタンダード,美容・健康,フレグランス,中国・四国,S015,5,15217.14,7500.0
TRX001575,2024-10-22,P0049,フレグランス プレミアム,美容・健康,フレグランス,関東,S002,4,20599.42,11200.0
TRX002290,2024-10-22,P0002,スマートフォン スタンダード,家電,スマートフォン,関西,S006,1,102883.48,57200.0
TRX004404,2024-10-22,P0036,ランニング スタンダード,スポーツ,ランニング,東海,S008,1,15191.09,7900.0
TRX004880,2024-10-22,P0002,スマートフォン スタンダード,家電,スマートフォン,北海道,S014,9,916256.47,514800.0
TRX000915,2024-10-23,P0026,健康食品 スタンダード,食品,健康食品,関西,S005,2,809.44,400.0
TRX001985,2024-10-23,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,関東,S004,2,3448.34,1800.0
TRX002633,2024-10-23,P0032,フィットネス用品 スタンダード,スポーツ,フィットネス用品,関東,S004,2,71959.18,31400.0
TRX003377,2024-10-23,P0021,スナック菓子 プレミアム,食品,スナック菓子,北海道,S014,2,1757.79,1000.0
TRX003697,2024-10-23,P0019,シューズ プレミアム,衣料品,シューズ,東海,S009,6,104406.38,51600.0
TRX003811,2024-10-23,P0039,水泳 プレミアム,スポーツ,水泳,関西,S005,2,38813.83,20600.0
TRX000273,2024-10-24,P0020,シューズ スタンダード,衣料品,シューズ,中国・四国,S015,2,40622.72,22200.0
TRX000660,2024-10-24,P0024,飲料 スタンダード,食品,飲料,中国・四国,S016,4,2698.92,2000.0
TRX001702,2024-10-24,P0020,シューズ スタンダード,衣料品,シューズ,九州,S011,1,19170.14,11100.0
TRX002988,2024-10-24,P0003,タブレット プレミアム,家電,タブレット,関西,S006,8,99385.97,51200.0
TRX004864,2024-10-24,P0008,イヤホン スタンダード,家電,イヤホン,中国・四国,S016,8,873149.8,391200.0
TRX000115,2024-10-25,P0033,アウトドア プレミアム,スポーツ,アウトドア,北海道,S014,1,11941.25,6600.0
TRX000583,2024-10-25,P0006,ノートPC スタンダード,家電,ノートPC,九州,S010,2,193699.54,90400.0
TRX003103,2024-10-25,P0042,スキンケア スタンダード,美容・健康,スキンケア,関西,S006,5,37886.76,19500.0
TRX004771,2024-10-25,P0026,健康食品 スタンダード,食品,健康食品,関東,S004,1,402.92,200.0
TRX000468,2024-10-26,P0019,シューズ プレミアム,衣料品,シューズ,東北,S013,2,38377.23,17200.0
TRX003630,2024-10-26,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,関西,S006,10,18114.4,8000.0
TRX003652,2024-10-26,P0012,メンズトップス スタンダード,衣料品,メンズトップス,東海,S009,3,26818.18,13500.0
TRX004047,2024-10-26,P0028,インスタント食品 スタンダード,食品,インスタント食品,中国・四国,S016,3,5525.5,2700.0
TRX001363,2024-10-27,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,北海道,S014,7,24523.67,12600.0
TRX002444,2024-10-27,P0040,水泳 スタンダード,スポーツ,水泳,東北,S012,7,258297.09,141400.0
TRX002768,2024-10-27,P0010,スマートウォッチ スタンダード,家電,スマートウォッチ,中国・四国,S016,6,659432.27,313800.0
TRX004175,2024-10-27,P0050,フレグランス スタンダード,美容・健康,フレグランス,東北,S013,3,10040.18,4500.0
TRX004183,2024-10-27,P0015,ボトムス プレミアム,衣料品,ボトムス,九州,S011,3,28782.81,14100.0
TRX004289,2024-10-27,P0020,シューズ スタンダード,衣料品,シューズ,東海,S009,2,41491.95,22200.0
TRX001053,2024-10-28,P0019,シューズ プレミアム,衣料品,シューズ,関西,S005,2,34798.47,17200.0
TRX001354,2024-10-28,P0037,チームスポーツ プレミアム,スポーツ,チームスポーツ,中国・四国,S016,3,43294.35,20100.0
TRX001501,2024-10-28,P0010,スマートウォッチ スタンダード,家電,スマートウォッチ,東海,S008,7,842164.86,366100.0
TRX001751,2024-10-28,P0021,スナック菓子 プレミアム,食品,スナック菓子,関東,S001,4,3761.22,2000.0
TRX001955,2024-10-28,P0001,スマートフォン プレミアム,家電,スマートフォン,九州,S010,4,337278.84,167200.0
TRX002063,2024-10-28,P0040,水泳 スタンダード,スポーツ,水泳,関東,S002,2,71771.24,40400.0
TRX002329,2024-10-28,P0024,飲料 スタンダード,食品,飲料,関東,S003,1,688.6,500.0
TRX003039,2024-10-28,P0002,スマートフォン スタンダード,家電,スマートフォン,中国・四国,S016,1,107480.88,57200.0
TRX003326,2024-10-28,P0012,メンズトップス スタンダード,衣料品,メンズトップス,中国・四国,S016,4,37026.33,18000.0
TRX005050,2024-10-28,P0001,スマートフォン プレミアム,家電,スマートフォン,九州,S011,6,551351.97,250800.0
TRX005086,2024-10-28,P0042,スキンケア スタンダード,美容・健康,スキンケア,東北,S013,2,13831.72,7800.0
TRX000147,2024-10-29,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,中国・四国,S016,4,6561.32,3200.0
TRX003865,2024-10-29,P0012,メンズトップス スタンダード,衣料品,メンズトップス,東北,S012,2,17477.82,9000.0
TRX004239,2024-10-29,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,北海道,S014,2,3441.92,1800.0
TRX005010,2024-10-29,P0024,飲料 スタンダード,食品,飲料,東北,S013,7,4780.09,3500.0
TRX000659,2024-10-30,P0017,アウター プレミアム,衣料品,アウター,九州,S010,4,13769.93,7200.0
TRX000721,2024-10-30,P0042,スキンケア スタンダード,美容・健康,スキンケア,関西,S006,1,6938.32,3900.0
TRX002404,2024-10-30,P0025,健康食品 プレミアム,食品,健康食品,東北,S013,9,14890.49,6300.0
TRX003430,2024-10-30,P0014,レディーストップス スタンダード,衣料品,レディーストップス,中国・四国,S016,5,120709.69,70000.0
TRX003711,2024-10-30,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,中国・四国,S015,5,8552.55,4500.0
TRX004322,2024-10-30,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,北海道,S014,3,119528.6,48900.0
TRX003618,2024-10-31,P0037,チームスポーツ プレミアム,スポーツ,チームスポーツ,九州,S011,2,33024.41,13400.0
TRX004187,2024-10-31,P0045,サプリメント プレミアム,美容・健康,サプリメント,関東,S003,5,41398.9,19500.0
TRX004377,2024-10-31,P0032,フィットネス用品 スタンダード,スポーツ,フィットネス用品,北海道,S014,1,37616.44,15700.0
TRX002784,2024-11-01,P0008,イヤホン スタンダード,家電,イヤホン,東北,S013,6,684147.92,293400.0
TRX003315,2024-11-01,P0034,アウトドア スタンダード,スポーツ,アウトドア,東北,S013,4,140789.49,86000.0
TRX003436,2024-11-01,P0026,健康食品 スタンダード,食品,健康食品,関西,S007,8,2902.77,1600.0
TRX003648,2024-11-01,P0013,レディーストップス プレミアム,衣料品,レディーストップス,東海,S009,2,26865.5,12600.0
TRX004502,2024-11-01,P0002,スマートフォン スタンダード,家電,スマートフォン,関東,S004,1,97466.04,57200.0
TRX000538,2024-11-02,P0017,アウター プレミアム,衣料品,アウター,中国・四国,S015,3,10313.15,5400.0
TRX002785,2024-11-02,P0024,飲料 スタンダード,食品,飲料,関東,S003,1,652.63,500.0
TRX002814,2024-11-02,P0006,ノートPC スタンダード,家電,ノートPC,関西,S005,4,395396.57,180800.0
TRX003835,2024-11-02,P0034,アウトドア スタンダード,スポーツ,アウトドア,東北,S012,1,35614.23,21500.0
TRX004101,2024-11-02,P0016,ボトムス スタンダード,衣料品,ボトムス,東北,S012,3,76225.41,35400.0
TRX000007,2024-11-03,P0030,調味料 スタンダード,食品,調味料,東海,S008,6,2362.68,1800.0
TRX000829,2024-11-03,P0017,アウター プレミアム,衣料品,アウター,東北,S012,1,3454.22,1800.0
TRX000909,2024-11-03,P0003,タブレット プレミアム,家電,タブレット,北海道,S014,4,49563.0,25600.0
TRX000990,2024-11-03,P0033,アウトドア プレミアム,スポーツ,アウトドア,東北,S013,1,12485.18,6600.0
TRX001338,2024-11-03,P0016,ボトムス スタンダード,衣料品,ボトムス,東北,S013,10,231358.95,118000.0
TRX001586,2024-11-03,P0039,水泳 プレミアム,スポーツ,水泳,東北,S012,3,58385.91,30900.0
TRX001981,2024-11-03,P0026,健康食品 スタンダード,食品,健康食品,九州,S010,5,1964.02,1000.0
TRX002038,2024-11-03,P0006,ノートPC スタンダード,家電,ノートPC,関東,S003,1,102304.52,45200.0
TRX002211,2024-11-03,P0039,水泳 プレミアム,スポーツ,水泳,北海道,S014,6,109406.77,61800.0
TRX002311,2024-11-03,P0037,チームスポーツ プレミアム,スポーツ,チームスポーツ,関東,S004,4,65697.38,26800.0
TRX002529,2024-11-03,P0010,スマートウォッチ スタンダード,家電,スマートウォッチ,関東,S004,1,119938.72,52300.0
TRX002587,2024-11-03,P0049,フレグランス プレミアム,美容・健康,フレグランス,九州,S011,1,5138.19,2800.0
TRX002685,2024-11-03,P0022,スナック菓子 スタンダード,食品,スナック菓子,九州,S011,4,7907.63,4400.0
TRX002810,2024-11-03,P0032,フィットネス用品 スタンダード,スポーツ,フィットネス用品,北海道,S014,4,132160.1,62800.0
TRX003290,2024-11-03,P0005,ノートPC プレミアム,家電,ノートPC,関西,S005,5,420877.22,256500.0
TRX003921,2024-11-03,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,東北,S012,7,23043.53,12600.0
TRX004057,2024-11-03,P0003,タブレット プレミアム,家電,タブレット,九州,S011,2,23589.87,12800.0
TRX004509,2024-11-03,P0006,ノートPC スタンダード,家電,ノートPC,九州,S011,5,502887.89,226000.0
TRX004798,2024-11-03,P0028,インスタント食品 スタンダード,食品,インスタント食品,関東,S002,4,6845.04,3600.0
TRX001774,2024-11-04,P0040,水泳 スタンダード,スポーツ,水泳,中国・四国,S016,2,74085.66,40400.0
TRX003206,2024-11-04,P0050,フレグランス スタンダード,美容・健康,フレグランス,東北,S012,1,3044.07,1500.0
TRX004329,2024-11-04,P0002,スマートフォン スタンダード,家電,スマートフォン,関西,S006,1,101079.05,57200.0
TRX004750,2024-11-04,P0028,インスタント食品 スタンダード,食品,インスタント食品,中国・四国,S016,2,3933.59,1800.0
TRX000288,2024-11-05,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,関西,S007,3,111562.1,48900.0
TRX000341,2024-11-05,P0038,チームスポーツ スタンダード,スポーツ,チームスポーツ,北海道,S014,3,16557.38,10800.0
TRX001000,2024-11-05,P0014,レディーストップス スタンダード,衣料品,レディーストップス,東北,S013,1,23156.3,14000.0
TRX001257,2024-11-05,P0033,アウトドア プレミアム,スポーツ,アウトドア,中国・四国,S016,1,11439.14,6600.0
TRX001962,2024-11-05,P0039,水泳 プレミアム,スポーツ,水泳,東海,S008,6,116968.83,61800.0
TRX002032,2024-11-05,P0024,飲料 スタンダード,食品,飲料,中国・四国,S016,1,721.24,500.0
TRX004624,2024-11-05,P0036,ランニング スタンダード,スポーツ,ランニング,東海,S008,8,136010.27,63200.0
TRX004705,2024-11-05,P0035,ランニング プレミアム,スポーツ,ランニング,中国・四国,S016,4,100120.59,64800.0
TRX001089,2024-11-06,P0026,健康食品 スタンダード,食品,健康食品,関東,S001,1,380.4,200.0
TRX001180,2024-11-06,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,中国・四国,S016,1,35213.8,16300.0
TRX001582,2024-11-06,P0019,シューズ プレミアム,衣料品,シューズ,東北,S013,5,96154.62,43000.0
TRX003155,2024-11-06,P0019,シューズ プレミアム,衣料品,シューズ,中国・四国,S016,1,18538.2,8600.0
TRX004630,2024-11-06,P0030,調味料 スタンダード,食品,調味料,北海道,S014,1,369.69,300.0
TRX001184,2024-11-07,P0032,フィットネス用品 スタンダード,スポーツ,フィットネス用品,東北,S013,4,135943.52,62800.0
TRX001395,2024-11-07,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,九州,S010,3,9859.12,5400.0
TRX003266,2024-11-07,P0035,ランニング プレミアム,スポーツ,ランニング,関西,S005,2,52711.09,32400.0
TRX004388,2024-11-07,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,北海道,S014,5,311238.25,183500.0
TRX004508,2024-11-07,P0042,スキンケア スタンダード,美容・健康,スキンケア,関西,S005,5,35024.85,19500.0
TRX004912,2024-11-07,P0023,飲料 プレミアム,食品,飲料,中国・四国,S016,4,4166.36,2000.0
TRX000616,2024-11-08,P0046,サプリメント スタンダード,美容・健康,サプリメント,北海道,S014,1,2312.57,1000.0
TRX003342,2024-11-08,P0042,スキンケア スタンダード,美容・健康,スキンケア,東海,S009,4,29934.93,15600.0
TRX003720,2024-11-08,P0049,フレグランス プレミアム,美容・健康,フレグランス,関西,S007,3,14852.38,8400.0
TRX003975,2024-11-08,P0042,スキンケア スタンダード,美容・健康,スキンケア,関西,S005,6,41976.65,23400.0
TRX002681,2024-11-09,P0016,ボトムス スタンダード,衣料品,ボトムス,中国・四国,S016,3,73186.69,35400.0
TRX005023,2024-11-09,P0024,飲料 スタンダード,食品,飲料,中国・四国,S016,4,2826.34,2000.0
TRX005117,2024-11-09,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,九州,S011,6,235594.12,97800.0
TRX000099,2024-11-10,P0039,水泳 プレミアム,スポーツ,水泳,北海道,S014,1,18723.15,10300.0
TRX000566,2024-11-10,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,北海道,S014,6,19301.15,10800.0
TRX001766,2024-11-10,P0022,スナック菓子 スタンダード,食品,スナック菓子,九州,S010,1,1873.14,1100.0
TRX002397,2024-11-10,P0029,調味料 プレミアム,食品,調味料,九州,S010,9,10850.48,6300.0
TRX002545,2024-11-10,P0005,ノートPC プレミアム,家電,ノートPC,東海,S009,1,82751.62,51300.0
TRX004356,2024-11-10,P0029,調味料 プレミアム,食品,調味料,東北,S013,5,5905.2,3500.0
TRX004569,2024-11-10,P0014,レディーストップス スタンダード,衣料品,レディーストップス,関西,S007,4,92614.64,56000.0
TRX000850,2024-11-11,P0024,飲料 スタンダード,食品,飲料,九州,S011,3,1939.05,1500.0
TRX000998,2024-11-11,P0046,サプリメント スタンダード,美容・健康,サプリメント,中国・四国,S016,2,4831.08,2000.0
TRX001177,2024-11-11,P0029,調味料 プレミアム,食品,調味料,中国・四国,S015,4,5258.39,2800.0
TRX002599,2024-11-11,P0041,スキンケア プレミアム,美容・健康,スキンケア,関西,S006,1,3760.96,1700.0
TRX003225,2024-11-11,P0040,水泳 スタンダード,スポーツ,水泳,関東,S003,1,40833.56,20200.0
TRX003320,2024-11-11,P0050,フレグランス スタンダード,美容・健康,フレグランス,東海,S008,7,21456.28,10500.0
TRX004850,2024-11-11,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,北海道,S014,5,337917.57,183500.0
TRX000969,2024-11-12,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,中国・四国,S016,3,10865.2,5400.0
TRX001805,2024-11-12,P0013,レディーストップス プレミアム,衣料品,レディーストップス,東北,S012,3,39495.76,18900.0
TRX002213,2024-11-12,P0050,フレグランス スタンダード,美容・健康,フレグランス,関西,S006,2,5940.83,3000.0
TRX002299,2024-11-12,P0014,レディーストップス スタンダード,衣料品,レディーストップス,関西,S005,2,50919.56,28000.0
TRX004115,2024-11-12,P0038,チームスポーツ スタンダード,スポーツ,チームスポーツ,東海,S009,6,33898.67,21600.0
TRX002174,2024-11-13,P0022,スナック菓子 スタンダード,食品,スナック菓子,関東,S003,4,8298.97,4400.0
TRX002825,2024-11-13,P0022,スナック菓子 スタンダード,食品,スナック菓子,関東,S001,4,7247.42,4400.0
TRX003822,2024-11-13,P0015,ボトムス プレミアム,衣料品,ボトムス,関西,S006,2,18409.66,9400.0
TRX004253,2024-11-13,P0037,チームスポーツ プレミアム,スポーツ,チームスポーツ,中国・四国,S016,8,127198.29,53600.0
TRX004349,2024-11-13,P0035,ランニング プレミアム,スポーツ,ランニング,九州,S010,1,26768.4,16200.0
TRX004948,2024-11-13,P0041,スキンケア プレミアム,美容・健康,スキンケア,東海,S008,3,10828.53,5100.0
TRX005033,2024-11-13,P0019,シューズ プレミアム,衣料品,シューズ,東海,S008,1,18968.42,8600.0
TRX000113,2024-11-14,P0036,ランニング スタンダード,スポーツ,ランニング,関東,S004,9,151185.78,71100.0
TRX000520,2024-11-14,P0021,スナック菓子 プレミアム,食品,スナック菓子,関東,S004,1,811.08,500.0
TRX004302,2024-11-14,P0021,スナック菓子 プレミアム,食品,スナック菓子,東海,S008,1,882.84,500.0
TRX004492,2024-11-14,P0024,飲料 スタンダード,食品,飲料,東北,S012,8,5127.92,4000.0
TRX005143,2024-11-14,P0035,ランニング プレミアム,スポーツ,ランニング,中国・四国,S015,1,23560.1,16200.0
TRX001919,2024-11-15,P0046,サプリメント スタンダード,美容・健康,サプリメント,九州,S010,4,8827.29,4000.0
TRX000176,2024-11-16,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,東海,S009,5,9387.35,4500.0
TRX001635,2024-11-16,P0025,健康食品 プレミアム,食品,健康食品,東北,S012,2,2971.13,1400.0
TRX001904,2024-11-16,P0032,フィットネス用品 スタンダード,スポーツ,フィットネス用品,東北,S012,5,174537.84,78500.0
