case_id,created_date,category,priority,transcript,resolution_status
CASE00125,2025-06-20,食品,中,【2025-06-20 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00259,2025-06-21,衣料品,高,【2025-06-21 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00250,2025-06-26,美容・健康,低,【2025-06-26 受付】サプリメントの服用方法について教えてください。食前と食後のどちらが効果的でしょうか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00276,2025-06-26,スポーツ,高,【2025-06-26 受付】ランニングシューズのソールが剥がれてきました。購入から6ヶ月ですが、週に3回程度使用しています。保証対応はありますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00027,2025-07-03,食品,中,【2025-07-03 受付】賞味期限が記載された日より前に開封したところ、異臭がしました。品質管理の問題があるのではないでしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00104,2025-07-06,家電,低,【2025-07-06 受付】イヤホンを接続してもBluetoothがすぐに切れてしまいます。他のデバイスでは問題ないため、製品の不具合ではないかと疑っています。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00191,2025-07-09,衣料品,高,【2025-07-09 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00119,2025-07-10,衣料品,中,【2025-07-10 受付】サイズ交換をお願いしたいです。Mサイズを購入しましたが、着用してみると少し小さく感じます。Lサイズと交換可能でしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00164,2025-07-10,衣料品,高,【2025-07-10 受付】サイズ交換をお願いしたいです。Mサイズを購入しましたが、着用してみると少し小さく感じます。Lサイズと交換可能でしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00058,2025-07-16,衣料品,中,【2025-07-16 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00028,2025-07-19,家電,低,【2025-07-19 受付】スマートフォンの画面が突然暗くなってしまいます。充電は十分あるのですが、何度か電源を入れ直しても改善しません。購入から3ヶ月ほど経ちます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00103,2025-07-19,食品,低,【2025-07-19 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00177,2025-07-22,美容・健康,高,【2025-07-22 受付】スキンケア商品を使用後に肌が赤くなってしまいました。敏感肌用とのことでしたが、刺激が強いようです。返品できますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00042,2025-07-23,食品,中,【2025-07-23 受付】賞味期限が記載された日より前に開封したところ、異臭がしました。品質管理の問題があるのではないでしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00249,2025-07-24,食品,低,【2025-07-24 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00267,2025-07-24,スポーツ,中,【2025-07-24 受付】フィットネス器具の組み立て説明書が不明確で、正しく組み立てられているか不安です。動画での説明はありますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00256,2025-07-27,食品,高,【2025-07-27 受付】アレルギー表示について確認したいです。購入した商品の成分表に小麦が含まれているか明記されていませんでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00126,2025-07-28,家電,中,【2025-07-28 受付】スマートフォンの画面が突然暗くなってしまいます。充電は十分あるのですが、何度か電源を入れ直しても改善しません。購入から3ヶ月ほど経ちます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00007,2025-07-31,家電,低,【2025-07-31 受付】ノートPCのバッテリーが急速に消耗します。フル充電から2時間程度しか持ちません。購入時は8時間以上持つとのことでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00167,2025-08-02,美容・健康,高,【2025-08-02 受付】スキンケア商品を使用後に肌が赤くなってしまいました。敏感肌用とのことでしたが、刺激が強いようです。返品できますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00232,2025-08-02,衣料品,高,【2025-08-02 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00073,2025-08-04,食品,高,【2025-08-04 受付】アレルギー表示について確認したいです。購入した商品の成分表に小麦が含まれているか明記されていませんでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00091,2025-08-04,衣料品,中,【2025-08-04 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00262,2025-08-04,食品,高,【2025-08-04 受付】賞味期限が記載された日より前に開封したところ、異臭がしました。品質管理の問題があるのではないでしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00136,2025-08-05,家電,低,【2025-08-05 受付】スマートフォンの画面が突然暗くなってしまいます。充電は十分あるのですが、何度か電源を入れ直しても改善しません。購入から3ヶ月ほど経ちます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00043,2025-08-08,食品,低,【2025-08-08 受付】賞味期限が記載された日より前に開封したところ、異臭がしました。品質管理の問題があるのではないでしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00165,2025-08-08,食品,低,【2025-08-08 受付】賞味期限が記載された日より前に開封したところ、異臭がしました。品質管理の問題があるのではないでしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00117,2025-08-09,家電,低,【2025-08-09 受付】スマートフォンの画面が突然暗くなってしまいます。充電は十分あるのですが、何度か電源を入れ直しても改善しません。購入から3ヶ月ほど経ちます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00263,2025-08-13,食品,中,【2025-08-13 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00144,2025-08-16,食品,高,【2025-08-16 受付】アレルギー表示について確認したいです。購入した商品の成分表に小麦が含まれているか明記されていませんでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00208,2025-08-16,家電,低,【2025-08-16 受付】スマートフォンの画面が突然暗くなってしまいます。充電は十分あるのですが、何度か電源を入れ直しても改善しません。購入から3ヶ月ほど経ちます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00188,2025-08-17,衣料品,低,【2025-08-17 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00001,2025-08-19,スポーツ,中,【2025-08-19 受付】アウトドアグッズの防水性能について確認したいです。小雨程度は問題ないとのことでしたが、先日の使用で濡れてしまいました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00029,2025-08-19,衣料品,中,【2025-08-19 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00197,2025-08-20,スポーツ,低,【2025-08-20 受付】アウトドアグッズの防水性能について確認したいです。小雨程度は問題ないとのことでしたが、先日の使用で濡れてしまいました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00192,2025-08-23,衣料品,中,【2025-08-23 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00257,2025-08-29,衣料品,低,【2025-08-29 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00012,2025-08-30,スポーツ,高,【2025-08-30 受付】ランニングシューズのソールが剥がれてきました。購入から6ヶ月ですが、週に3回程度使用しています。保証対応はありますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00217,2025-09-02,食品,高,【2025-09-02 受付】賞味期限が記載された日より前に開封したところ、異臭がしました。品質管理の問題があるのではないでしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00054,2025-09-03,家電,中,【2025-09-03 受付】ノートPCのバッテリーが急速に消耗します。フル充電から2時間程度しか持ちません。購入時は8時間以上持つとのことでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00212,2025-09-03,家電,低,【2025-09-03 受付】ノートPCのバッテリーが急速に消耗します。フル充電から2時間程度しか持ちません。購入時は8時間以上持つとのことでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00030,2025-09-04,衣料品,中,【2025-09-04 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00147,2025-09-04,衣料品,中,【2025-09-04 受付】サイズ交換をお願いしたいです。Mサイズを購入しましたが、着用してみると少し小さく感じます。Lサイズと交換可能でしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00047,2025-09-15,食品,高,【2025-09-15 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00234,2025-09-18,食品,高,【2025-09-18 受付】賞味期限が記載された日より前に開封したところ、異臭がしました。品質管理の問題があるのではないでしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00003,2025-09-19,衣料品,低,【2025-09-19 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00009,2025-09-19,食品,中,【2025-09-19 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00016,2025-09-21,衣料品,低,【2025-09-21 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00131,2025-09-21,食品,中,【2025-09-21 受付】アレルギー表示について確認したいです。購入した商品の成分表に小麦が含まれているか明記されていませんでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00049,2025-09-22,美容・健康,低,【2025-09-22 受付】サプリメントの服用方法について教えてください。食前と食後のどちらが効果的でしょうか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00229,2025-09-23,美容・健康,中,【2025-09-23 受付】スキンケア商品を使用後に肌が赤くなってしまいました。敏感肌用とのことでしたが、刺激が強いようです。返品できますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00092,2025-09-25,食品,中,【2025-09-25 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00094,2025-10-06,衣料品,中,【2025-10-06 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00243,2025-10-08,衣料品,高,【2025-10-08 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00039,2025-10-10,家電,中,【2025-10-10 受付】スマートウォッチのGPS機能が正確に動作しません。ランニング中に計測した距離が実際より短く表示されます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00166,2025-10-12,美容・健康,中,【2025-10-12 受付】スキンケア商品を使用後に肌が赤くなってしまいました。敏感肌用とのことでしたが、刺激が強いようです。返品できますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00036,2025-10-15,衣料品,高,【2025-10-15 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00052,2025-10-23,衣料品,高,【2025-10-23 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00022,2025-10-25,家電,中,【2025-10-25 受付】スマートウォッチのGPS機能が正確に動作しません。ランニング中に計測した距離が実際より短く表示されます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00280,2025-10-27,家電,高,【2025-10-27 受付】スマートウォッチのGPS機能が正確に動作しません。ランニング中に計測した距離が実際より短く表示されます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00218,2025-10-31,衣料品,低,【2025-10-31 受付】サイズ交換をお願いしたいです。Mサイズを購入しましたが、着用してみると少し小さく感じます。Lサイズと交換可能でしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00273,2025-11-02,衣料品,高,【2025-11-02 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00088,2025-11-04,家電,高,【2025-11-04 受付】ノートPCのバッテリーが急速に消耗します。フル充電から2時間程度しか持ちません。購入時は8時間以上持つとのことでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00277,2025-11-05,食品,高,【2025-11-05 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00110,2025-11-08,スポーツ,高,【2025-11-08 受付】フィットネス器具の組み立て説明書が不明確で、正しく組み立てられているか不安です。動画での説明はありますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00294,2025-11-10,スポーツ,低,【2025-11-10 受付】フィットネス器具の組み立て説明書が不明確で、正しく組み立てられているか不安です。動画での説明はありますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00076,2025-11-11,家電,低,【2025-11-11 受付】スマートフォンの画面が突然暗くなってしまいます。充電は十分あるのですが、何度か電源を入れ直しても改善しません。購入から3ヶ月ほど経ちます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00118,2025-11-11,スポーツ,高,【2025-11-11 受付】ランニングシューズのソールが剥がれてきました。購入から6ヶ月ですが、週に3回程度使用しています。保証対応はありますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00099,2025-11-12,食品,中,【2025-11-12 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00264,2025-11-13,美容・健康,中,【2025-11-13 受付】スキンケア商品を使用後に肌が赤くなってしまいました。敏感肌用とのことでしたが、刺激が強いようです。返品できますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00081,2025-11-16,食品,低,【2025-11-16 受付】アレルギー表示について確認したいです。購入した商品の成分表に小麦が含まれているか明記されていませんでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00299,2025-11-16,家電,低,【2025-11-16 受付】ノートPCのバッテリーが急速に消耗します。フル充電から2時間程度しか持ちません。購入時は8時間以上持つとのことでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00233,2025-11-27,スポーツ,中,【2025-11-27 受付】アウトドアグッズの防水性能について確認したいです。小雨程度は問題ないとのことでしたが、先日の使用で濡れてしまいました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00282,2025-11-27,美容・健康,中,【2025-11-27 受付】スキンケア商品を使用後に肌が赤くなってしまいました。敏感肌用とのことでしたが、刺激が強いようです。返品できますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00272,2025-11-28,家電,低,【2025-11-28 受付】ノートPCのバッテリーが急速に消耗します。フル充電から2時間程度しか持ちません。購入時は8時間以上持つとのことでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00135,2025-11-29,家電,中,【2025-11-29 受付】スマートフォンの画面が突然暗くなってしまいます。充電は十分あるのですが、何度か電源を入れ直しても改善しません。購入から3ヶ月ほど経ちます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00134,2025-12-02,衣料品,低,【2025-12-02 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00096,2025-12-03,食品,中,【2025-12-03 受付】定期購入の解約方法を教えてください。マイページから操作しても解約できないエラーが発生します。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00018,2025-12-11,スポーツ,高,【2025-12-11 受付】フィットネス器具の組み立て説明書が不明確で、正しく組み立てられているか不安です。動画での説明はありますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00041,2025-12-11,衣料品,高,【2025-12-11 受付】サイズ交換をお願いしたいです。Mサイズを購入しましたが、着用してみると少し小さく感じます。Lサイズと交換可能でしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00074,2025-12-12,衣料品,高,【2025-12-12 受付】洗濯後に縮んでしまいました。洗濯表示通りに洗ったつもりですが、1サイズ小さくなった感覚があります。返品対応は可能ですか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00174,2025-12-16,食品,中,【2025-12-16 受付】アレルギー表示について確認したいです。購入した商品の成分表に小麦が含まれているか明記されていませんでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00095,2025-12-17,衣料品,中,【2025-12-17 受付】サイズ交換をお願いしたいです。Mサイズを購入しましたが、着用してみると少し小さく感じます。Lサイズと交換可能でしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00269,2025-12-19,家電,低,【2025-12-19 受付】スマートフォンの画面が突然暗くなってしまいます。充電は十分あるのですが、何度か電源を入れ直しても改善しません。購入から3ヶ月ほど経ちます。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00056,2025-12-21,家電,低,【2025-12-21 受付】ノートPCのバッテリーが急速に消耗します。フル充電から2時間程度しか持ちません。購入時は8時間以上持つとのことでした。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00062,2025-12-21,スポーツ,中,【2025-12-21 受付】フィットネス器具の組み立て説明書が不明確で、正しく組み立てられているか不安です。動画での説明はありますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00295,2025-12-21,家電,低,【2025-12-21 受付】イヤホンを接続してもBluetoothがすぐに切れてしまいます。他のデバイスでは問題ないため、製品の不具合ではないかと疑っています。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,未対応
CASE00140,2025-12-23,美容・健康,低,【2025-12-23 受付】スキンケア商品を使用後に肌が赤くなってしまいました。敏感肌用とのことでしたが、刺激が強いようです。返品できますか？ / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00161,2025-12-23,食品,高,【2025-12-23 受付】賞味期限が記載された日より前に開封したところ、異臭がしました。品質管理の問題があるのではないでしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00083,2025-12-25,衣料品,高,【2025-12-25 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00231,2025-12-26,スポーツ,中,【2025-12-26 受付】アウトドアグッズの防水性能について確認したいです。小雨程度は問題ないとのことでしたが、先日の使用で濡れてしまいました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。 / 【解決】お客様のご要望に応じた対応を完了しました。ご不便をおかけしました。,解決済み
CASE00137,2025-12-27,衣料品,低,【2025-12-27 受付】カラーが写真と違います。モニターの問題かもしれませんが、実物はかなり暗い色調でイメージと異なりました。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
CASE00044,2025-12-30,衣料品,中,【2025-12-30 受付】サイズ交換をお願いしたいです。Mサイズを購入しましたが、着用してみると少し小さく感じます。Lサイズと交換可能でしょうか。 / 【対応記録】担当者がお客様に連絡を取り、状況を詳しく確認しました。,対応中
